사망자,교통사고,교통안전,보행자,교통안전,자동차,운전면허,국토부,운전자,철도운영사,운전면허,연평균,선진국,운영사,의무화,운전자,이면도로,,,,,,,,,,,,,,,,,,,,,,,,
사망자,교통사고,국토부,국토부,항공사,자동차,안전펜스,안전관리,이면도로,제한속도,선진국,연평균,교통안전계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사망자,교통사고,항공사,자동차,보행자,교통안전,운전면허,철도운영사,안전관리,안전펜스,안전펜스,연평균,운영사,의무화,운전자,,,,,,,,,,,,,,,,,,,,,,,,,,
경비행기,교통사고,항공사,보행자,교통안전,자동차,운전면허,국토부,철도운영사,국토부,철도운영사,연평균,선진국,선진국,운영사,의무화,운전자,이면도로,,,,,,,,,,,,,,,,,,,,,,,
차세대,교통사고,기성리,교통안전,자동차,운전면허,유럽,안전관리,울진군,척산천,안전펜스,교통부,위원회,운영사,의무화,운전자,제한속도,,,,,,,,,,바다,,,현장,,,,,,,,,,,
철도건널목,한국항공대,부산,경북,소방당국,훈련비행,기성면,사고원인,고속서비스,3차,철도사고조사위원회,셔틀열차,일반철도,울진,불시착,사고,산하,교관,항공,소방,당국,지역,인력,조사,하구,장비,,파견,하천,,훈련,교육,소속,정확,철도,국토,장소,수습,비행,,
서울메트로,고속철도,코레일,무정차,전문성,거버넌스,서울,운영자,정읍역,남원역,경쟁력,승용차,일반열차들,정차횟수,,,,,,,,,,,,,캠페인,,,,,,,,,,,,,,
시외버스,장영철,잠실새내역,전북,본부장,무단통행,300km,전북본부,기관사,송파소방서,전주역,620량,잠실새,국민들,익산역,철도사고,30여개,전북본부장,사고예방,사고위험,사고사례,교통안전,ktx,철도,사고,안전,전문가들,건널목,이용,,,,,,,,,,,,
동대구복합환승센터,전동차,동대구복합환승센터,안내방송,서울,전문가,2호,김태호,동대구터미널,코리아,원인분석,대구,mou,고장사고,런던,영국,나고야,위험천만,도쿄,서울메트,소방대원들,신천역,소방대원,8370억,국제전문가,시민들,연계수단,일본,,교통서비스구축,,,,,,,,,,,
승차권,코레일,업무협약,고속버스,최순호,코리아와이드터미널,서진호,본부장,운영사,동대구복합,업무협약,본부장,대구,교통서비스,목적지,모범적,철도사고,버스운송,운영사,오른쪽,고속버스터미널,동대구,동대구역,대구본부,고객들,대구본부장,모범,연계수송,시외버스터미널,안전,터미널,,,,,,,,,,
이용자,코레일,배상금,최순호,모범적,코리아,코리아와이드터미널,이용객,교통수단,세분화,시외버스,열차표,환불금,철도사고,대구본부장,동대구,대구본부,철도,기관,협약,고속,터미널,연계,노력,사례,상생,철도사업자,지역,이동,약관,환승,센터,지원,협력,와이드,이용,수송,업무,사고,체결,
사업자,사업자,승차권,표준약관,수서고속철도,위원회,승차자,영수금액,소비자,귀책사유,자진신고,홈페이지,에스알,할인승차권,대상자,대체교통수단,공정거래위원회,소비자,복사본,승무원,코레일,도착역,천재지변,철도사고,할인대상자,역무원,,sr,철도,,운임,열차,운송,승객,할인,운행,환불,별도,표준,부정,거래
시행령,사업자,표준약관,공정위,표준약관,유선일,코레일,srt,부정승차,부가운임,제정안,에스알,귀책사유,중요정보,천재지변,,,,,,,,,,,,소비자,,,여객운송약관,,,,,,,,,,,
전자장치,이용자,운전실,황교안,천재지변,개정령,건축법,수서발,민혜영,srt,열차지연,교통수단,중요정보,철도시장,정책국,약관심사,유형별,세분화,모바일앱,공정거래위원회,,배상금,대책마련,,,,,,,,,,,,,,,,,,
개정안,개정안,부착자,운전실,서울청사,황교안,서울청사,처리업,내진능력,정기점검,영상기록장치,200만,장판지,100만,건축물,강간죄,과태료,장애인아동,,,,,,,,,,,,,,,,,,,,,,,
체험관,시행령,비산,법률안,국무총리,서울청사,건축법,개정령,건축법,보호관찰,재범방지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
분기기,시행령,소화기,사회재난체험,운전실,고층화재,소방교,개정령,황기철,해군참모총장,대법원,처리업,대통령령,보국훈장,탐지기,영상기록장치,,,,,,,,,,,,,,,,,,,,,,,,,
분기기,충남안전체험관,방독면,탈출로,승강장,시설물,한국철도시설공단,자연재난체험,응급처치실습,가스불,구명조끼,안전교육,체험존,체험프로그램,페이스페인팅,화동이,기념촬영,태조산길,태조,소생술,기준,,,,,,,,,,,,,,,,,,,,
유지보수,이사장,철도공단,재정립,선로유지관리지침,현장여건,권고사항,요소들,권고사항,유지보수,전문가,통합조정,개정내용,항공철도사고조사위원회,철도시설,주행안전성,철도공단,철도,보수,관리,개정,궤도,시행,안전,유지,방안,추가,공단,,,,,,,,,,,,,
유지보수,충남안전체험관,선로유지관리지침,충남,강영일,자문회의,위원회,과학적,이사장,권고사항,전문가,과학적,요소들,항공철도사고조사위원회,철도시설,한국철도시설공단,주행안전성,보수비용,보수,철도,시행,궤도,조문,안전,지침,관리,관리,사항,의견,,,,,,,,,,,,
유지보수,한국철도시설공단,철도시설,주행안전성,사전예고,시설물,위원회,홈페이지,위원회,권고사항,강영일,요소들,전문가,전문가,항공철도사고조사위원회,한국철도시설공단,철도시설,주행안전성,보수,철도,시행,개정,지침,유지,궤도,안전,,의견,사항,,,,,,,,,,,,
체험관,한국철도시설공단,,,강영일,선로유지관리지침,자문회의,통합조정,한국철도시설공단,전문가,과학적,요소들,그동안,한국철도시설공단,현장여건,시설물,항공철도사고조사위원회,철도시설,주행안전성,이사장,철도공단,철도,보수,,,,사항,,,,,,,,,,,,,,
선착순,서울도시철도,장기간,시범사업,철도공단,통합조정,위원회,권고사항,천안시,안전의식,과학적,영화관,테마별,철도안전,항공철도사고조사위원회,철도시설관리,철도시설,이사장,주행안전성,철도,보수,관리,개정,궤도,유지,안전,,마련,,,,,,,,,,,,,
인체조직,시범사업,부산교통공사,서울도시철도,12만,첫해,김성복,체험시설,,홈페이지,소방본부,권고사항,제2,명절연휴,분씩,연령대별,도시철도사고,선호도,소방캐릭터,연령대,페이스페인팅,월요일,태풍체험,연중무휴,교통사고,수난사고,,,,,,,,,,,,,,,
항공철도사고조사위원회,서울도시철도,6개,한국철도시설공단,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시설관리,시범사업,경기도,부산교통공사,,철도사고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안전투자,2명,시범사업,여주시,부산교통공사,장기간,대구지하철,인천지하철,제도화,철도안전,철도안전,교통부,한국철도공사,7742억,투자액,교통부,서울메트로,인천교통공사,6곳,코레일,한국철도공사,8조,대구도시철도,8호,,,,,,,,,,,,,,,,,
서울도시철도,철도안전,부산교통공사,6개,부산교통공사,안전투자,인천교통공사,시설관리,안전투자비율,인천교통공사,코레일,철도사고,관리자,한국철도시설공단,1억,보유현황,발생현황,서울메트로,대구도시철도,서울,관계자,,,,,,,,,,,,,,,,,,,,
경비행기,선착순,서울도시철도,6개,철도안전,장기간,서울메트,인천,사고,국토부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안전투자,한국철도시설공단,장기간,철도안전,대구,가남읍,이착륙장,1억,조사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시범사업,경상,항공철도사고조사위원회,조종사,비행기,서울,수송인원,위원회,보유현황,추락,진술,나무,토대,날개,파손,항공,정확,이륙,철도,조종,경위,,,,,,,,,,,,,,,,,,,,
철도운영자,운영자,통신설비,국토교통부,운영자,철도안전,증가세,제도화,제도화,내구연한,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6개,코레일,투자계획,철도운영자,교통부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
